case_id,item_id,account_segment,account_industry,health_score,open_escalation_count,product_archetype,product_family,charge_model,gross_margin_percent,gross_margin_band,strategic_product_tier,attach_product_type,is_core_product,usage_percent,active_user_percent,login_trend_30d,ticket_count_90d,sev1_count_90d,csat_score,current_quantity,current_discount_percent,current_arr,list_unit_price,net_unit_price,payment_risk_band,adoption_band,demo_scenario_key,rule_risk_score,rule_disposition,observed_renewal_outcome,observed_discount_accepted,observed_reviewer_override,observed_arr_delta_percent,risk_label,expansion_label
syn_case_0162,syn_item_0762,MID_MARKET,HEALTHCARE,38.7,4,PREMIUM_SAAS_SUITE,Applications,Annual Subscription,82,HIGH,STRATEGIC,CORE_SUITE,1,68.2,25.7,-12.7,17,3,2.5,25,6.6,560433.0,24000,22417.3,MEDIUM,MODERATE,CUSTOMER_RISK_ESCALATION,82,ESCALATE,WON,1,0,-5.6,76.7,0
syn_case_0163,syn_item_0763,ENTERPRISE,MANUFACTURING,67.7,3,MARKETPLACE_INTEGRATION,Integrations,Annual Subscription,68,MEDIUM,ATTACH,ADD_ON,0,52.3,48.8,-21.5,7,1,3.3,1,18.8,974.2,1200,974.2,LOW,MODERATE,ADOPTION_DECLINE,34,RENEW,WON,1,0,1.8,39.6,0
syn_case_0164,syn_item_0764,MID_MARKET,HEALTHCARE,49.7,2,USAGE_CLOUD_INFRA,Infrastructure,Annual / Consumption Commit,62,MEDIUM,STRATEGIC,CORE_PLATFORM,1,72.4,78.9,1.1,3,1,4.8,100,21.8,3754809.6,48000,37548.1,MEDIUM,STRONG,BASE_CASE,11,RENEW,EXPANDED,1,0,16.6,2.4,1
syn_case_0165,syn_item_0765,ENTERPRISE,MANUFACTURING,90.3,0,COMPLIANCE_GOVERNANCE,Compliance,Annual Subscription,79,HIGH,STRATEGIC,ADD_ON,0,71.6,68.7,16.4,0,1,4.6,10,24.9,676225.0,90000,67622.5,LOW,STRONG,BASE_CASE,1,RENEW,EXPANDED,1,0,11.4,0,1
syn_case_0166,syn_item_0766,STRATEGIC,PUBLIC_SECTOR,31.6,1,CORE_SAAS_SEATS,Applications,Per User / Annual,78,HIGH,CORE,CORE_SUITE,1,42.0,44.7,-14.5,8,2,3.0,1,7.0,22309.9,24000,22309.9,LOW,WEAK,ADOPTION_DECLINE,73,RENEW_WITH_CONCESSION,WON,1,0,-9.7,69.1,0
syn_case_0167,syn_item_0767,ENTERPRISE,FINANCIAL_SERVICES,87.9,0,CORE_SAAS_SEATS,Applications,Per User / Annual,78,HIGH,CORE,CORE_SUITE,1,91.5,73.4,2.6,3,1,4.4,2,14.9,81698.0,48000,40849.0,MEDIUM,STRONG,BASE_CASE,0,RENEW,EXPANDED,1,0,14.9,0,1
syn_case_0168,syn_item_0768,ENTERPRISE,TELECOM,75.7,0,PRO_SERVICES,Professional Services,One Time,34,LOW,SERVICES,SERVICES,0,24.2,36.3,-25.8,4,0,2.8,2,4.2,11492.3,6000,5746.2,LOW,WEAK,ADOPTION_DECLINE,40,DROP,WON,1,0,-27.7,47.1,0
syn_case_0169,syn_item_0769,STRATEGIC,TELECOM,84.5,0,STORAGE_CAPACITY,Infrastructure,Consumption,64,MEDIUM,EXPANSION,CAPACITY,0,45.2,72.5,5.7,8,1,4.0,2,15.9,2018.4,1200,1009.2,HIGH,MODERATE,PAYMENT_APPROVAL_RISK,39,RENEW,EXPANDED,1,0,23.2,37.8,1
syn_case_0170,syn_item_0770,STRATEGIC,FINANCIAL_SERVICES,68.9,3,DATA_PLATFORM,AI / Data,Annual Subscription,74,HIGH,STRATEGIC,CORE_PLATFORM,1,36.4,30.8,-17.7,8,1,3.1,1,12.3,42108.2,48000,42108.2,LOW,WEAK,ADOPTION_DECLINE,62,RENEW_WITH_CONCESSION,WON,1,0,-9.0,52.6,0
syn_case_0171,syn_item_0771,MID_MARKET,FINANCIAL_SERVICES,87.6,0,STORAGE_CAPACITY,Infrastructure,Consumption,64,MEDIUM,EXPANSION,CAPACITY,0,69.6,71.1,-3.0,4,0,4.4,1,19.7,120488.7,150000,120488.7,LOW,MODERATE,BASE_CASE,0,RENEW,WON,1,0,8.1,1.7,0
syn_case_0172,syn_item_0772,STRATEGIC,FINANCIAL_SERVICES,95.7,0,STORAGE_CAPACITY,Infrastructure,Consumption,64,MEDIUM,EXPANSION,CAPACITY,0,83.3,86.8,4.9,1,1,4.9,1,7.6,5544.1,6000,5544.1,LOW,STRONG,BASE_CASE,0,RENEW,EXPANDED,1,0,22.8,7.4,1
syn_case_0173,syn_item_0773,ENTERPRISE,TECHNOLOGY,49.2,2,COMPLIANCE_GOVERNANCE,Compliance,Annual Subscription,79,HIGH,STRATEGIC,ADD_ON,0,100.1,90.7,18.2,3,0,4.4,1,13.4,1039.1,1200,1039.1,LOW,VERY_STRONG,EXPANSION_UPSIDE,0,EXPAND,EXPANDED,1,0,29.0,0,1
syn_case_0174,syn_item_0774,COMMERCIAL,ENERGY,91.8,0,MARKETPLACE_INTEGRATION,Integrations,Annual Subscription,68,MEDIUM,ATTACH,ADD_ON,0,82.8,88.2,10.5,3,0,4.4,1,0,90000.0,90000,90000.0,LOW,STRONG,BASE_CASE,0,RENEW,EXPANDED,1,0,15.8,0.3,1
syn_case_0175,syn_item_0775,ENTERPRISE,TELECOM,96.8,0,STORAGE_CAPACITY,Infrastructure,Consumption,64,MEDIUM,EXPANSION,CAPACITY,0,74.5,82.5,3.3,3,0,4.2,2,23.9,18255.9,12000,9127.9,LOW,STRONG,BASE_CASE,0,RENEW,EXPANDED,1,0,17.8,0,1
syn_case_0176,syn_item_0776,MID_MARKET,FINANCIAL_SERVICES,52.3,3,CORE_SAAS_SEATS,Applications,Per User / Annual,78,HIGH,CORE,CORE_SUITE,1,57.3,26.8,1.9,14,3,2.5,3,8.4,16488.2,6000,5496.1,LOW,MODERATE,CUSTOMER_RISK_ESCALATION,73,ESCALATE,WON,1,0,-11.2,71.0,0
syn_case_0177,syn_item_0777,MID_MARKET,TELECOM,86.3,0,COMPLIANCE_GOVERNANCE,Compliance,Annual Subscription,79,HIGH,STRATEGIC,ADD_ON,0,87.6,89.0,11.0,4,1,4.5,3,18.2,117760.0,48000,39253.3,MEDIUM,STRONG,BASE_CASE,0,RENEW,EXPANDED,1,0,13.7,0,1
syn_case_0178,syn_item_0778,ENTERPRISE,FINANCIAL_SERVICES,72.5,2,COMPLIANCE_GOVERNANCE,Compliance,Annual Subscription,79,HIGH,STRATEGIC,ADD_ON,0,94.2,85.6,14.2,0,0,4.3,1,16.4,5013.9,6000,5013.9,LOW,VERY_STRONG,BASE_CASE,0,EXPAND,EXPANDED,1,0,19.6,0,1
syn_case_0179,syn_item_0779,STRATEGIC,TELECOM,50.0,3,USAGE_CLOUD_INFRA,Infrastructure,Annual / Consumption Commit,62,MEDIUM,STRATEGIC,CORE_PLATFORM,1,66.7,83.0,0.3,2,1,5.0,50,20.2,5986116.1,150000,119722.3,LOW,MODERATE,BASE_CASE,9,RENEW,WON,1,0,0.0,7.6,0
syn_case_0180,syn_item_0780,COMMERCIAL,HEALTHCARE,75.4,0,SECURITY_ADD_ON,Security,Annual Subscription,80,HIGH,EXPANSION,ADD_ON,0,70.5,65.4,-8.9,2,0,3.7,100,12.8,13073022.7,150000,130730.2,MEDIUM,STRONG,PAYMENT_APPROVAL_RISK,2,RENEW,WON,1,0,0.4,11.7,0
syn_case_0181,syn_item_0781,COMMERCIAL,PUBLIC_SECTOR,88.5,0,STORAGE_CAPACITY,Infrastructure,Consumption,64,MEDIUM,EXPANSION,CAPACITY,0,77.5,78.4,-2.2,3,1,4.9,5,12.0,660309.8,150000,132062.0,LOW,STRONG,BASE_CASE,0,RENEW,EXPANDED,1,0,17.1,0,1
syn_case_0182,syn_item_0782,ENTERPRISE,TELECOM,82.4,0,PREMIUM_SAAS_SUITE,Applications,Annual Subscription,82,HIGH,STRATEGIC,CORE_SUITE,1,91.8,85.3,7.4,4,1,4.9,10,12.3,789615.2,90000,78961.5,LOW,STRONG,BASE_CASE,0,RENEW,EXPANDED,1,0,21.0,0,1
syn_case_0183,syn_item_0783,MID_MARKET,FINANCIAL_SERVICES,60.1,4,PREMIUM_SUPPORT,Support,Annual Subscription,58,MEDIUM,ATTACH,SUPPORT,0,23.8,40.0,-26.4,6,0,3.9,10,12.2,421256.8,48000,42125.7,MEDIUM,WEAK,ADOPTION_DECLINE,46,RENEW,WON,1,0,6.2,57.7,0
syn_case_0184,syn_item_0784,MID_MARKET,MANUFACTURING,62.7,4,USAGE_CLOUD_INFRA,Infrastructure,Annual / Consumption Commit,62,MEDIUM,STRATEGIC,CORE_PLATFORM,1,67.0,70.8,14.0,4,1,4.3,50,8.1,275608.9,6000,5512.2,LOW,MODERATE,BASE_CASE,13,RENEW,WON,1,0,1.0,0,0
syn_case_0185,syn_item_0785,STRATEGIC,MANUFACTURING,54.6,1,PREMIUM_SUPPORT,Support,Annual Subscription,58,MEDIUM,ATTACH,SUPPORT,0,95.9,68.6,6.7,4,0,4.3,100,14.3,1028594.9,12000,10285.9,LOW,VERY_STRONG,BASE_CASE,0,EXPAND,WON,1,0,2.7,2.3,0
syn_case_0186,syn_item_0786,MID_MARKET,ENERGY,62.8,4,PREMIUM_SUPPORT,Support,Annual Subscription,58,MEDIUM,ATTACH,SUPPORT,0,91.7,73.6,10.8,2,1,4.5,5,17.6,9882.2,2400,1976.4,MEDIUM,STRONG,BASE_CASE,3,RENEW,EXPANDED,1,0,22.0,8.5,1
syn_case_0187,syn_item_0787,ENTERPRISE,TELECOM,74.7,1,USAGE_CLOUD_INFRA,Infrastructure,Annual / Consumption Commit,62,MEDIUM,STRATEGIC,CORE_PLATFORM,1,62.3,60.4,10.5,5,0,3.8,100,20.2,957422.3,12000,9574.2,MEDIUM,MODERATE,MARGIN_RECOVERY,10,RENEW,WON,1,0,-1.8,1.7,0
syn_case_0188,syn_item_0788,ENTERPRISE,TECHNOLOGY,70.4,2,PRO_SERVICES,Professional Services,One Time,34,LOW,SERVICES,SERVICES,0,90.0,70.6,9.6,0,1,4.8,10,11.5,212356.1,24000,21235.6,LOW,STRONG,BASE_CASE,0,RENEW,EXPANDED,1,0,17.4,0,1
syn_case_0189,syn_item_0789,COMMERCIAL,PUBLIC_SECTOR,56.1,0,STORAGE_CAPACITY,Infrastructure,Consumption,64,MEDIUM,EXPANSION,CAPACITY,0,62.2,83.8,17.9,4,1,4.3,5,11.9,105769.2,24000,21153.8,HIGH,MODERATE,BASE_CASE,23,RENEW,WON,1,0,-0.8,26.8,0
syn_case_0190,syn_item_0790,ENTERPRISE,FINANCIAL_SERVICES,83.7,0,AI_ADD_ON,AI / Data,Usage Add-on,86,HIGH,STRATEGIC,ADD_ON,0,90.9,59.9,4.2,3,0,4.5,5,15.2,203516.9,48000,40703.4,LOW,STRONG,BASE_CASE,0,RENEW,EXPANDED,1,0,24.1,5.7,1
syn_case_0191,syn_item_0791,MID_MARKET,TECHNOLOGY,55.1,4,ANALYTICS_MODULE,Analytics,Annual Subscription,76,HIGH,EXPANSION,ADD_ON,0,75.1,64.3,-2.9,2,0,3.9,1,16.1,20133.0,24000,20133.0,LOW,STRONG,BASE_CASE,4,RENEW,EXPANDED,1,0,23.4,6.2,1
syn_case_0192,syn_item_0792,COMMERCIAL,ENERGY,30.1,3,DATA_PLATFORM,AI / Data,Annual Subscription,74,HIGH,STRATEGIC,CORE_PLATFORM,1,43.3,47.2,-15.8,11,2,3.6,50,19.4,967193.0,24000,19343.9,HIGH,WEAK,ADOPTION_DECLINE,78,RENEW_WITH_CONCESSION,WON,1,0,-8.5,68.5,0
syn_case_0193,syn_item_0793,MID_MARKET,RETAIL,84.9,0,PRO_SERVICES,Professional Services,One Time,34,LOW,SERVICES,SERVICES,0,97.4,82.8,31.7,3,0,4.9,1,11.8,2117.4,2400,2117.4,MEDIUM,VERY_STRONG,EXPANSION_UPSIDE,0,EXPAND,EXPANDED,1,0,10.8,0,1
syn_case_0194,syn_item_0794,MID_MARKET,PUBLIC_SECTOR,51.9,2,SECURITY_ADD_ON,Security,Annual Subscription,80,HIGH,EXPANSION,ADD_ON,0,43.8,37.9,-24.8,9,1,3.2,10,19.5,386342.5,48000,38634.2,LOW,WEAK,ADOPTION_DECLINE,54,RENEW,WON,1,0,-3.7,62.6,0
syn_case_0195,syn_item_0795,ENTERPRISE,ENERGY,46.8,2,DATA_PLATFORM,AI / Data,Annual Subscription,74,HIGH,STRATEGIC,CORE_PLATFORM,1,85.7,61.9,9.8,0,0,4.4,10,3.1,232569.2,24000,23256.9,HIGH,STRONG,BASE_CASE,11,RENEW,WON,1,0,1.3,5.1,0
syn_case_0196,syn_item_0796,ENTERPRISE,RETAIL,72.8,0,SECURITY_ADD_ON,Security,Annual Subscription,80,HIGH,EXPANSION,ADD_ON,0,75.8,83.3,8.0,3,0,4.2,2,24.4,72579.2,48000,36289.6,LOW,STRONG,BASE_CASE,0,RENEW,EXPANDED,1,0,18.9,0,1
syn_case_0197,syn_item_0797,COMMERCIAL,TECHNOLOGY,98,0,CORE_SAAS_SEATS,Applications,Per User / Annual,78,HIGH,CORE,CORE_SUITE,1,82.5,59.8,10.0,3,0,4.2,1,14.9,5105.1,6000,5105.1,LOW,STRONG,BASE_CASE,0,RENEW,EXPANDED,1,0,8.2,0,1
syn_case_0198,syn_item_0798,MID_MARKET,HEALTHCARE,73.4,1,STORAGE_CAPACITY,Infrastructure,Consumption,64,MEDIUM,EXPANSION,CAPACITY,0,91.1,91.8,15.9,4,0,4.1,10,14.1,206185.9,24000,20618.6,MEDIUM,STRONG,BASE_CASE,0,RENEW,WON,1,0,-10.9,3.3,0
syn_case_0199,syn_item_0799,MID_MARKET,FINANCIAL_SERVICES,98,0,PREMIUM_SAAS_SUITE,Applications,Annual Subscription,82,HIGH,STRATEGIC,CORE_SUITE,1,88.8,65.3,9.3,4,0,4.7,50,16.0,252106.3,6000,5042.1,LOW,STRONG,BASE_CASE,0,RENEW,EXPANDED,1,0,17.0,0,1
syn_case_0200,syn_item_0800,STRATEGIC,TELECOM,71.2,5,CORE_SAAS_SEATS,Applications,Per User / Annual,78,HIGH,CORE,CORE_SUITE,1,34.7,59.2,4.3,10,4,2.8,2,15.6,10126.9,6000,5063.5,LOW,WEAK,CUSTOMER_RISK_ESCALATION,77,ESCALATE,WON,1,1,-7.8,70.8,0
syn_case_0201,syn_item_0801,MID_MARKET,ENERGY,77.9,0,USAGE_CLOUD_INFRA,Infrastructure,Annual / Consumption Commit,62,MEDIUM,STRATEGIC,CORE_PLATFORM,1,87.6,89.4,-2.6,3,1,4.8,25,9.2,544809.2,24000,21792.4,LOW,STRONG,BASE_CASE,0,RENEW,WON,1,0,3.8,1.2,0
syn_case_0202,syn_item_0802,STRATEGIC,FINANCIAL_SERVICES,79.7,0,SECURITY_ADD_ON,Security,Annual Subscription,80,HIGH,EXPANSION,ADD_ON,0,90.3,91.0,17.6,1,0,4.3,3,16.7,15000.6,6000,5000.2,HIGH,STRONG,EXPANSION_UPSIDE,0,RENEW,EXPANDED,1,0,7.8,0,1
syn_case_0203,syn_item_0803,ENTERPRISE,PUBLIC_SECTOR,58.6,2,STORAGE_CAPACITY,Infrastructure,Consumption,64,MEDIUM,EXPANSION,CAPACITY,0,108.8,92.4,19.9,3,0,4.9,10,9.0,54576.8,6000,5457.7,MEDIUM,VERY_STRONG,EXPANSION_UPSIDE,0,EXPAND,EXPANDED,1,0,11.6,0,1
syn_case_0204,syn_item_0804,STRATEGIC,RETAIL,82.2,0,COMPLIANCE_GOVERNANCE,Compliance,Annual Subscription,79,HIGH,STRATEGIC,ADD_ON,0,112.1,92.7,33.3,0,0,4.1,5,8.5,10979.9,2400,2196.0,LOW,VERY_STRONG,EXPANSION_UPSIDE,0,EXPAND,EXPANDED,1,0,12.4,20.6,1
syn_case_0205,syn_item_0805,STRATEGIC,PUBLIC_SECTOR,84.0,0,PREMIUM_SUPPORT,Support,Annual Subscription,58,MEDIUM,ATTACH,SUPPORT,0,85.1,72.5,1.8,3,1,4.1,10,25.7,178204.9,24000,17820.5,LOW,STRONG,BASE_CASE,5,RENEW,EXPANDED,1,0,20.2,7.3,1
syn_case_0206,syn_item_0806,COMMERCIAL,TECHNOLOGY,84.7,0,CORE_SAAS_SEATS,Applications,Per User / Annual,78,HIGH,CORE,CORE_SUITE,1,60.7,85.9,0.8,5,0,4.3,2,36.3,1529.1,1200,764.5,MEDIUM,MODERATE,MARGIN_RECOVERY,13,RENEW,WON,0,0,-5.4,0,0
syn_case_0207,syn_item_0807,COMMERCIAL,HEALTHCARE,73.2,0,DATA_PLATFORM,AI / Data,Annual Subscription,74,HIGH,STRATEGIC,CORE_PLATFORM,1,117.9,85.4,34.8,2,0,4.6,100,18.1,98330.7,1200,983.3,LOW,VERY_STRONG,EXPANSION_UPSIDE,0,EXPAND,EXPANDED,1,0,18.0,0,1
syn_case_0208,syn_item_0808,MID_MARKET,TECHNOLOGY,77.5,0,DATA_PLATFORM,AI / Data,Annual Subscription,74,HIGH,STRATEGIC,CORE_PLATFORM,1,76.0,62.4,7.2,0,1,4.0,25,4.6,286293.4,12000,11451.7,LOW,STRONG,BASE_CASE,3,RENEW,EXPANDED,1,0,24.7,0,1
syn_case_0209,syn_item_0809,MID_MARKET,TECHNOLOGY,46.4,4,ANALYTICS_MODULE,Analytics,Annual Subscription,76,HIGH,EXPANSION,ADD_ON,0,39.3,58.9,-13.5,11,1,2.3,5,17.2,9932.9,2400,1986.6,LOW,WEAK,CUSTOMER_RISK_ESCALATION,61,RENEW_WITH_CONCESSION,WON,1,0,-8.7,53.3,0
syn_case_0210,syn_item_0810,MID_MARKET,TECHNOLOGY,73.2,1,SECURITY_ADD_ON,Security,Annual Subscription,80,HIGH,EXPANSION,ADD_ON,0,85.5,85.2,15.5,4,0,5.0,2,13.8,155113.1,90000,77556.5,MEDIUM,STRONG,BASE_CASE,0,RENEW,WON,1,0,5.3,8.2,0
syn_case_0211,syn_item_0811,COMMERCIAL,FINANCIAL_SERVICES,21.0,7,COMPLIANCE_GOVERNANCE,Compliance,Annual Subscription,79,HIGH,STRATEGIC,ADD_ON,0,37.5,63.2,-0.7,14,2,3.0,1,20.7,951.3,1200,951.3,HIGH,WEAK,CUSTOMER_RISK_ESCALATION,90,ESCALATE,LOST,1,1,-5.0,100,0
syn_case_0212,syn_item_0812,COMMERCIAL,HEALTHCARE,63.7,3,PRO_SERVICES,Professional Services,One Time,34,LOW,SERVICES,SERVICES,0,105.6,80.4,11.8,1,0,4.4,2,9.1,163676.5,90000,81838.2,LOW,VERY_STRONG,EXPANSION_UPSIDE,0,EXPAND,EXPANDED,1,0,30.7,3.4,1
syn_case_0213,syn_item_0813,MID_MARKET,FINANCIAL_SERVICES,81.8,0,COMPLIANCE_GOVERNANCE,Compliance,Annual Subscription,79,HIGH,STRATEGIC,ADD_ON,0,88.3,73.4,-0.3,2,1,4.2,100,6.3,14047574.4,150000,140475.7,LOW,STRONG,BASE_CASE,1,RENEW,EXPANDED,1,0,22.6,0,1
syn_case_0214,syn_item_0814,COMMERCIAL,HEALTHCARE,58.8,0,USAGE_CLOUD_INFRA,Infrastructure,Annual / Consumption Commit,62,MEDIUM,STRATEGIC,CORE_PLATFORM,1,72.7,71.7,12.1,1,0,4.7,5,9.8,10824.7,2400,2164.9,LOW,STRONG,BASE_CASE,0,RENEW,EXPANDED,1,0,29.1,0,1
syn_case_0215,syn_item_0815,STRATEGIC,ENERGY,78.4,0,PREMIUM_SUPPORT,Support,Annual Subscription,58,MEDIUM,ATTACH,SUPPORT,0,67.9,91.0,17.9,0,0,5.0,1,23.7,68641.2,90000,68641.2,LOW,MODERATE,BASE_CASE,0,RENEW,WON,1,0,5.3,4.1,0
syn_case_0216,syn_item_0816,STRATEGIC,HEALTHCARE,82.4,0,PREMIUM_SUPPORT,Support,Annual Subscription,58,MEDIUM,ATTACH,SUPPORT,0,76.3,60.1,2.4,3,1,4.0,5,6.4,28079.3,6000,5615.9,LOW,STRONG,BASE_CASE,6,RENEW,EXPANDED,1,0,25.4,7.8,1
syn_case_0217,syn_item_0817,ENTERPRISE,RETAIL,73.0,3,MARKETPLACE_INTEGRATION,Integrations,Annual Subscription,68,MEDIUM,ATTACH,ADD_ON,0,90.8,71.3,16.5,0,1,4.2,1,13.6,5181.5,6000,5181.5,LOW,STRONG,BASE_CASE,0,RENEW,EXPANDED,1,0,13.3,0.9,1
syn_case_0218,syn_item_0818,ENTERPRISE,ENERGY,73.9,2,CORE_SAAS_SEATS,Applications,Per User / Annual,78,HIGH,CORE,CORE_SUITE,1,95.4,86.6,6.1,4,1,4.6,100,14.9,204358.9,2400,2043.6,LOW,VERY_STRONG,BASE_CASE,0,EXPAND,EXPANDED,1,0,21.7,0,1
syn_case_0219,syn_item_0819,MID_MARKET,RETAIL,63.7,3,PRO_SERVICES,Professional Services,One Time,34,LOW,SERVICES,SERVICES,0,74.6,72.8,8.3,2,0,4.7,10,0,12000.0,1200,1200.0,LOW,STRONG,BASE_CASE,0,RENEW,EXPANDED,1,0,29.1,8.5,1
syn_case_0220,syn_item_0820,ENTERPRISE,TELECOM,58.4,1,CORE_SAAS_SEATS,Applications,Per User / Annual,78,HIGH,CORE,CORE_SUITE,1,65.6,89.3,14.2,4,1,4.2,1,9.8,135278.9,150000,135278.9,LOW,MODERATE,BASE_CASE,13,RENEW,WON,1,0,-0.4,8.3,0
syn_case_0221,syn_item_0821,COMMERCIAL,FINANCIAL_SERVICES,78.4,0,MARKETPLACE_INTEGRATION,Integrations,Annual Subscription,68,MEDIUM,ATTACH,ADD_ON,0,92.0,63.5,17.5,2,0,4.4,50,11.0,106818.4,2400,2136.4,MEDIUM,STRONG,BASE_CASE,0,EXPAND,EXPANDED,1,0,33.1,0,1
syn_case_0222,syn_item_0822,STRATEGIC,RETAIL,38.4,0,STORAGE_CAPACITY,Infrastructure,Consumption,64,MEDIUM,EXPANSION,CAPACITY,0,42.3,43.8,-14.2,7,1,3.7,2,18.1,147383.1,90000,73691.5,MEDIUM,WEAK,ADOPTION_DECLINE,51,RENEW,WON,1,0,-4.1,42.2,0
syn_case_0223,syn_item_0823,MID_MARKET,RETAIL,67.6,2,CORE_SAAS_SEATS,Applications,Per User / Annual,78,HIGH,CORE,CORE_SUITE,1,70.6,72.1,15.2,2,1,3.8,1,21.9,9368.6,12000,9368.6,LOW,STRONG,BASE_CASE,5,RENEW,EXPANDED,1,0,21.5,6.4,1
syn_case_0224,syn_item_0824,STRATEGIC,HEALTHCARE,78.2,0,SECURITY_ADD_ON,Security,Annual Subscription,80,HIGH,EXPANSION,ADD_ON,0,61.7,75.6,9.0,1,1,4.4,10,27.6,173720.4,24000,17372.0,HIGH,MODERATE,MARGIN_RECOVERY,16,RENEW,EXPANDED,1,0,19.0,17.6,1
syn_case_0225,syn_item_0825,STRATEGIC,PUBLIC_SECTOR,91.3,0,USAGE_CLOUD_INFRA,Infrastructure,Annual / Consumption Commit,62,MEDIUM,STRATEGIC,CORE_PLATFORM,1,88.0,63.2,2.1,0,0,4.8,100,10.4,215158.5,2400,2151.6,MEDIUM,STRONG,BASE_CASE,0,RENEW,EXPANDED,1,0,12.1,0,1
syn_case_0226,syn_item_0826,ENTERPRISE,TECHNOLOGY,63.7,6,SECURITY_ADD_ON,Security,Annual Subscription,80,HIGH,EXPANSION,ADD_ON,0,40.6,55.1,1.2,8,4,2.6,10,15.4,761590.5,90000,76159.0,LOW,WEAK,CUSTOMER_RISK_ESCALATION,66,ESCALATE,LOST,1,1,0.9,78.1,0
syn_case_0227,syn_item_0827,STRATEGIC,MANUFACTURING,79.7,0,AI_ADD_ON,AI / Data,Usage Add-on,86,HIGH,STRATEGIC,ADD_ON,0,66.6,67.2,1.4,2,1,4.7,1,24.5,4527.5,6000,4527.5,LOW,MODERATE,MARGIN_RECOVERY,10,RENEW,EXPANDED,1,0,23.6,20.1,1
syn_case_0228,syn_item_0828,MID_MARKET,TECHNOLOGY,69.5,3,PRO_SERVICES,Professional Services,One Time,34,LOW,SERVICES,SERVICES,0,76.1,70.4,6.7,1,0,4.3,10,16.9,398695.2,48000,39869.5,LOW,STRONG,MARGIN_RECOVERY,0,RENEW,WON,1,0,7.2,0,0
syn_case_0229,syn_item_0829,MID_MARKET,FINANCIAL_SERVICES,61.9,4,USAGE_CLOUD_INFRA,Infrastructure,Annual / Consumption Commit,62,MEDIUM,STRATEGIC,CORE_PLATFORM,1,120.6,96.8,21.5,1,0,4.2,1,9.9,135155.1,150000,135155.1,HIGH,VERY_STRONG,EXPANSION_UPSIDE,0,EXPAND,EXPANDED,1,0,16.8,0,1
syn_case_0230,syn_item_0830,STRATEGIC,HEALTHCARE,38.2,2,PREMIUM_SAAS_SUITE,Applications,Annual Subscription,82,HIGH,STRATEGIC,CORE_SUITE,1,124.8,89.7,6.9,1,0,4.6,5,16.1,100726.4,24000,20145.3,MEDIUM,VERY_STRONG,EXPANSION_UPSIDE,0,EXPAND,EXPANDED,1,0,12.7,0,1
syn_case_0231,syn_item_0831,STRATEGIC,PUBLIC_SECTOR,56.9,2,PREMIUM_SAAS_SUITE,Applications,Annual Subscription,82,HIGH,STRATEGIC,CORE_SUITE,1,69.7,76.3,2.0,2,1,4.0,25,11.9,3302541.9,150000,132101.7,LOW,MODERATE,BASE_CASE,13,RENEW,EXPANDED,1,0,24.2,6.9,1
syn_case_0232,syn_item_0832,STRATEGIC,TECHNOLOGY,90.6,0,PREMIUM_SUPPORT,Support,Annual Subscription,58,MEDIUM,ATTACH,SUPPORT,0,61.0,72.3,-2.1,3,1,4.7,1,35.2,31083.1,48000,31083.1,LOW,MODERATE,MARGIN_RECOVERY,3,RENEW,WON,0,0,1.5,13.7,0
syn_case_0233,syn_item_0833,MID_MARKET,TECHNOLOGY,72.6,4,CORE_SAAS_SEATS,Applications,Per User / Annual,78,HIGH,CORE,CORE_SUITE,1,63.0,84.8,13.2,3,1,4.7,1,24.9,18020.2,24000,18020.2,LOW,MODERATE,BASE_CASE,5,RENEW,EXPANDED,1,0,25.8,2.8,1
syn_case_0234,syn_item_0834,STRATEGIC,TELECOM,49.4,1,PREMIUM_SUPPORT,Support,Annual Subscription,58,MEDIUM,ATTACH,SUPPORT,0,84.8,83.4,9.4,3,1,4.5,1,19.6,120642.2,150000,120642.2,LOW,STRONG,BASE_CASE,5,RENEW,WON,1,0,-2.9,7.5,0
syn_case_0235,syn_item_0835,COMMERCIAL,HEALTHCARE,72.0,2,MARKETPLACE_INTEGRATION,Integrations,Annual Subscription,68,MEDIUM,ATTACH,ADD_ON,0,49.8,52.3,-19.6,3,2,3.1,1,3.7,46201.8,48000,46201.8,LOW,MODERATE,ADOPTION_DECLINE,50,RENEW,WON,1,0,3.7,46.7,0
syn_case_0236,syn_item_0836,STRATEGIC,HEALTHCARE,49.1,0,DATA_PLATFORM,AI / Data,Annual Subscription,74,HIGH,STRATEGIC,CORE_PLATFORM,1,40.9,25.6,-9.5,5,1,3.1,25,15.8,1010558.7,48000,40422.3,HIGH,WEAK,ADOPTION_DECLINE,80,ESCALATE,WON,1,1,-10.6,96.2,0
syn_case_0237,syn_item_0837,ENTERPRISE,TELECOM,83.0,0,CORE_SAAS_SEATS,Applications,Per User / Annual,78,HIGH,CORE,CORE_SUITE,1,89.2,70.5,6.1,4,1,4.7,1,3.2,23243.7,24000,23243.7,HIGH,STRONG,BASE_CASE,7,RENEW,WON,1,0,-0.9,0,0
